Tree ID,Longitude,Latitude,Common Name,Condition Class / Infestation Pattern,List of Trees on  residential property,BTM positive trees self reported  on residential property,Number of BTM positive Tree Species on property,Dbh 1. inches,Dbh 2,Dbh 3,Dbh 4,Dbh 5,Dbh 6,Number Observed BTM Nests,Distance to Water (feet),Entry Source,BTM (Y/N),Interest in Help,Tree Type (Ornamental | Fruiting / Flowering | Bush),Proposed Treatment Type (Insert/Injection; Manual Removal; Organic Spray),"Treatm.  Priority (1: High, 2: Med, 3: Low)"
,-69.63307,44.576293,,,"Oak, Birch, Apple, Pear, Cherry, ","Apple, Pear, Cherry, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.639072,44.563043,,,"Oak, Maple, Ash, Birch, Crabapple, Cherry, Serviceberry, Hawthorn, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.639883,44.550849,,,"Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.67041,44.544561,,,"Maple, Cherry, ","Maple, Cherry, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.658989,44.540383,,,"Apple, Pear, Cherry, ","Apple, Cherry, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.653753,44.554778,,,"Maple, Birch, Apple, Crabapple, ","Apple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.67736,44.510936,,,"Oak, Ash, Birch, Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.66986,44.52294,,,"Pear, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.675013,44.548491,,,"Oak, Maple, Apple, Pear, ","Apple, Pear, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.659267,44.539342,,,"Maple, Birch, Crabapple, Cherry, ","Cherry, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.669199,44.548741,,,"Oak, Maple, Birch, Crabapple, ","Oak, Maple, Birch, Crabapple, ",4,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.659389,44.54734,,,"Oak, Maple, Ash, Birch, Apple, Crabapple, Cherry, Hawthorn, ","Oak, Maple, Birch, Crabapple, Cherry, ",5,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.655002,44.545128,,,"Ash, Cherry, ","Ash, Cherry, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.645203,44.543581,,,"Oak, Maple, Birch, Apple, ","Oak, Maple, Birch, Apple, ",4,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.668401,44.54925,,,"Oak, Pear, ","Oak, Pear, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.662876,44.545136,,,"Maple, Birch, Apple, Crabapple, ","Birch, Apple, Crabapple, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.641433,44.536094,,,"Oak, Ash, Birch, Apple, Crabapple, Cherry, Hawthorn, ","Oak, Crabapple, Cherry, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.658715,44.546169,,,"Oak, Maple, Birch, Apple, Cherry, ","Oak, Maple, Apple, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.65705,44.539751,,,"Maple, Pear, ","Maple, Pear, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.641519,44.573693,,,"Maple, Apple, Pear, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.663514,44.536972,,,"Oak, Crabapple, ","Oak, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.659022,44.545474,,,"Oak, Apple, Crabapple, ","Oak, Apple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.641926,44.552913,,,"Maple, Crabapple, ","Maple, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.638682,44.576297,,,"Maple, Birch, Apple, ","Maple, Apple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.6402,44.555124,,,"Oak, Maple, Crabapple, ","Oak, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.640848,44.570596,,,"Birch, Apple, Crabapple, Serviceberry, ","Birch, Apple, Crabapple, Serviceberry, ",4,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.658566,44.545823,,,"Oak, Maple, Ash, Birch, Crabapple, ","Oak, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.668583,44.549321,,,"Oak, Ash, Apple, Crabapple, ","Oak, Ash, Apple, Crabapple, ",4,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.640596,44.555626,,,"Oak, Crabapple, ","Oak, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.638232,44.578402,,,"Oak, Maple, Ash, Birch, Apple, Crabapple, Pear, Cherry, Serviceberry, ","Oak, Apple, Crabapple, Pear, Cherry, Serviceberry, ",6,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.648662,44.548351,,,"Oak, Maple, Birch, Apple, Pear, ","Oak, Maple, Birch, Apple, Pear, ",5,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.651458,44.583999,,,"Oak, Maple, Ash, Birch, Apple, Crabapple, Pear, ","Ash, Apple, Crabapple, Pear, ",4,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.637432,44.574319,,,"Oak, Maple, Apple, Crabapple, ","Oak, Maple, Apple, Crabapple, ",4,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.668398,44.549403,,,"Oak, Maple, Ash, Birch, Crabapple, ","Oak, Maple, Ash, Birch, Crabapple, ",5,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.65535,44.549821,,,"Oak, Maple, Crabapple, ","Oak, Maple, Crabapple, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.672021,44.552132,,,"Oak, Maple, Birch, Cherry, ","Oak, Cherry, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.636208,44.577558,,,"Oak, Apple, Crabapple, Pear, ","Oak, Apple, Crabapple, Pear, ",4,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.672799,44.554095,,,"Oak, Maple, Ash, Birch, Apple, Pear, ","Oak, Maple, Ash, Birch, Apple, Pear, ",6,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.642965,44.53925,,,"Oak, Apple, ","Oak, Apple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.655365,44.548844,,,"Oak, Maple, Ash, Birch, Apple, Crabapple, Cherry, Hawthorn, ","Oak, Birch, Apple, Crabapple, ",4,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.658342,44.547733,,,"Maple, Ash, Cherry, ","Maple, Cherry, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.653161,44.553299,,,"Birch, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.65095,44.541883,,,"Birch, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.654103,44.555869,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.641126,44.57523,,,"Oak, Maple, Birch, Pear, ","Oak, Birch, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,3
,-69.693755,44.534766,,,"Oak, Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,3
,-69.644969,44.562835,,,"Oak, Ash, Pear, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,3
,-69.673414,44.547992,,,"Oak, Maple, Ash, Birch, Apple, Hawthorn, ","Maple, Birch, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,3
,-69.651354,44.552747,,,"Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,3
,-69.655624,44.555693,,,"Maple, Apple, ","Apple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,3
,-69.639593,44.555451,,,"Apple, ","Apple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,3
,-69.663935,44.537501,,,"Oak, Maple, Ash, Birch, Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,3
,-69.642751,44.575248,,,"Oak, Maple, Ash, Birch, Apple, Crabapple, Pear, Cherry, Hawthorn, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,3
,-69.661749,44.544553,,,"Maple, Birch, Pear, Hawthorn, ","Pear, Hawthorn, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,3
,-69.650073,44.555266,,,"Maple, Apple, Crabapple, ","Apple, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,3
,-69.661223,44.537524,,,"Oak, Maple, Ash, Birch, Crabapple, ","Oak, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,3
,-69.641329,44.555338,,,"Oak, Maple, Ash, Birch, Pear, Cherry, ","Oak, Pear, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.631768,44.548437,,,"Maple, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering,Call to tell them to turn lights off in June / July,3
,-69.664114,44.538296,,,"Oak, Maple, Birch, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,3
,-69.657586,44.543767,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,3
,-69.641127,44.558161,,,"Oak, Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,3
,-69.661101,44.543418,,,"Oak, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.655078,44.550817,,,"Oak, Maple, Ash, Birch, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.661074,44.538287,,,"Maple, Birch, ","Maple, Birch, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.670326,44.548163,,,"Oak, Birch, Serviceberry, ","Oak, Birch, Serviceberry, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.659813,44.543642,,,"Oak, Ash, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.668389,44.549337,,,"Oak, Maple, Ash, Crabapple, ","Oak, Ash, Crabapple, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.655159,44.55124,,,"Oak, Maple, Ash, ","Oak, Maple, Ash, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.661397,44.545136,,,"Oak, Maple, Ash, Birch, Cherry, Hawthorn, ","Birch, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.660389,44.547838,,,"Oak, Maple, Birch, ","Maple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.657362,44.549571,,,"Oak, Maple, Birch, ","Oak, Birch, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.647864,44.546789,,,"Oak, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.652681,44.551506,,,"Birch, ","Birch, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.6482,44.549335,,,"Maple, ","Maple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.639981,44.550646,,,"Maple, Birch, ","Birch, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.660287,44.547128,,,"Oak, Birch, ","Oak, Birch, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.661564,44.537685,,,"Oak, Maple, Ash, Birch, ","Oak, Maple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.644794,44.544097,,,"Oak, Maple, Ash, Birch, Apple, ","Oak, Maple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.655729,44.549882,,,"Oak, Maple, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.636044,44.576402,,,"Maple, ","Maple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.664057,44.543793,,,"Oak, Maple, Birch, Apple, Crabapple, Hawthorn, ","Apple, Crabapple, Hawthorn, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.63632,44.554893,,,"Cherry, ","Cherry, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.650029,44.554123,,,"Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.644782,44.550975,,,"Maple, Birch, Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.64557,44.551078,,,"Maple, Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.658456,44.546679,,,"Oak, Maple, Birch, Crabapple, Cherry, Hawthorn, ","Cherry, Hawthorn, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.689079,44.537922,,,"Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.641268,44.556081,,,"Maple, Birch, Crabapple, Cherry, ","Cherry, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.663665,44.543651,,,"Apple, Crabapple, ","Apple, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.66126,44.545853,,,"Maple, Birch, Crabapple, ","Birch, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.630627,44.551787,,,"Ash, Crabapple, ","Ash, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.647681,44.558138,,,"Maple, Crabapple, ","Maple, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.635415,44.57528,,,"Maple, Birch, Crabapple, ","Birch, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.656045,44.551676,,,"Oak, Maple, Birch, Crabapple, ","Oak, Maple, Crabapple, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,
,-69.657098,44.546286,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.660478,44.540163,,,"Oak, Maple, Birch, Apple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.670521,44.548684,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.670521,44.548684,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.658909,44.547235,,,"Maple, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.674516,44.550195,,,"Oak, Maple, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.638878,44.548789,,,"Oak, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.656036,44.545311,,,"Oak, Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.669037,44.548877,,,"Oak, Birch, Apple, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.661799,44.537256,,,"Oak, Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.671433,44.521261,,,"Apple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.647034,44.549161,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.658118,44.535126,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.645117,44.553404,,,"Maple, Apple, Cherry, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.639117,44.540127,,,"Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.647874,44.538664,,,"Oak, Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.654962,44.543233,,,"Maple, Ash, Birch, Cherry, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.627258,44.566399,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.648421,44.56697,,,"Oak, Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.642145,44.539655,,,"Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.639582,44.555051,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.634238,44.57535,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.637085,44.576554,,,"Oak, Birch, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.674377,44.552834,,,"Birch, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.65589,44.545744,,,"Oak, Maple, Ash, Birch, Pear, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,,,
,-69.647286,44.549187,,,"Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.655654,44.540947,,,"Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.637476,44.554747,,,"Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.653292,44.554906,,,"Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.645013,44.553737,,,"Maple, Crabapple, Serviceberry, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.640901,44.542723,,,"Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.645482,44.557979,,,"Oak, Ash, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.637363,44.560474,,,"Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.654741,44.554438,,,"Maple, Apple, Crabapple, Cherry, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.638006,44.560578,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.637661,44.538807,,,"Oak, Maple, Birch, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.713565,44.513763,,,"Oak, Maple, Ash, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.649965,44.544391,,,"Maple, Ash, Apple, ","Apple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.628029,44.564896,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.638212,44.55929,,,"Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.652325,44.542145,,,"Maple, Crabapple, ","Maple, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.656372,44.544976,,,"Oak, Maple, Apple, Crabapple, ","Apple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.636513,44.575513,,,"Apple, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.637366,44.552133,,,"Apple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.637756,44.574578,,,"Oak, Maple, Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.642028,44.557585,,,"Maple, Apple, Pear, Cherry, ","Apple, Pear, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.662991,44.543569,,,"Apple, Crabapple, ","Apple, Crabapple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.654447,44.547877,,,"Oak, Maple, Birch, Apple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.652952,44.553764,,,"Oak, Maple, Ash, Birch, Hawthorn, ","Maple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.644374,44.556239,,,"Maple, Apple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.641631,44.555881,,,"Oak, Apple, ","Oak, Apple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.65439,44.551145,,,"Oak, Maple, Ash, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.655512,44.532841,,,"Maple, Birch, Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.651814,44.548824,,,"Oak, Maple, Ash, Birch, Apple, Crabapple, Pear, Cherry, Serviceberry, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.674461,44.511651,,,"Oak, Maple, Ash, Birch, Apple, Crabapple, Pear, Cherry, Serviceberry, Hawthorn, ","Apple, Crabapple, Pear, Cherry, Serviceberry, ",5,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.637837,44.552562,,,"Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.680826,44.506117,,,"Maple, Apple, Cherry, ","Apple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.626889,44.5707,,,"Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,N,,,
,-69.651375,44.554601,,,"Oak, Maple, Ash, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.651192,44.553423,,,"Oak, Maple, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.661126,44.538431,,,"Oak, Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.645608,44.548256,,,"Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.63015,44.557187,,,"Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.646765,44.557887,,,"Oak, Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.635133,44.561562,,,"Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.654463,44.5358,,,"Oak, Ash, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.638816,44.561528,,,"Oak, Maple, Birch, Crabapple, Serviceberry, ","Serviceberry, ",1,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.635279,44.551276,,,"Maple, Apple, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.635022,44.544349,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.657731,44.547115,,,"Maple, Cherry, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.640557,44.561829,,,"Maple, Ash, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.661131,44.543841,,,"Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.638543,44.5803,,,"Apple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.628631,44.529517,,,"Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.64134,44.562643,,,"Oak, Maple, Birch, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.658721,44.540011,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.65652,44.54687,,,"Oak, Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.64218,44.56281,,,"Oak, Maple, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.641362,44.559779,,,"Maple, Birch, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.657976,44.547677,,,"Maple, Birch, Apple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.643683,44.553565,,,"Oak, Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.647596,44.555001,,,"Maple, Crabapple, Cherry, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
,-69.638146,44.549743,,,"Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,N,Y,,,
